adult,budget,genres,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,movieId,imdbId,tmdbId
FALSE,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",96936,tt2132285,en,The Bling Ring,"Inspired by actual events, a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes.",7.913029,/9Z2KAOP1X3ACE22moHu9QdYUK7U.jpg,"[{'name': 'Pathé Distribution', 'id': 3012}, {'name': 'A24', 'id': 41077}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/12/2013,19145732,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Living the Dream, One Heist at a Time",The Bling Ring,FALSE,5.3,1205,2013,103137,2132285,96936
FALSE,200000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",62211,tt1453405,en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,16.267502,/a05xQU9huY3P5uurLcGGHmsf2Vh.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/20/2013,743559607,104,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,School never looked this scary.,Monsters University,FALSE,7,3622,2013,103141,1453405,62211
FALSE,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 16, 'name': 'Animation'}]",167502,tt1817287,en,Is The Man Who Is Tall Happy?,"A series of interviews featuring linguist, philosopher and activist Noam Chomsky done in hand-drawn animation.",1.512586,/4OEbqYd4kSwAvw2PNZlr0lKlmKy.jpg,[],[],11/22/2013,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,An Animated Conversation with Noam Chomsky,Is The Man Who Is Tall Happy?,FALSE,7.1,32,2013,107196,1817287,167502
FALSE,0,"[{'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",177888,tt2325989,en,Teen Beach Movie,"Cowabunga! Catch a perfect wave of fun in the sun, splashed with excitement, surprises and budding romance. Life's a beach for surfers Brady (Ross Lynch) and McKenzie (Maia Mitchell) – until a rogue wave magically transports them inside the classic '60s beach party flick, ""Wet Side Story,"" where a full-blown rivalry between bikers and surfers threatens to erupt. There, amidst a sea of surfing, singing and dancing, Brady and Mack accidentally change the storyline, and the film’s dreamy hero and heroine fall for them instead of for each other! Can our heroes get the plot back on track, or will they be trapped there forever? Overflowing with hilarious comedy and high-energy musical numbers, ""Teen Beach Movie"" makes it an endless summer all year long!",4.909843,/vPdz4rk4TzfihH9w72VcGaQCDNq.jpg,"[{'name': 'Disney Channel', 'id': 3213}, {'name': 'Rainforest Productions', 'id': 27095}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/19/2013,0,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Getting trapped in a movie... is no day at the beach.,Teen Beach Movie,FALSE,6.1,212,2013,108879,2325989,177888
FALSE,35000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",140823,tt2140373,en,Saving Mr. Banks,Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,15.130888,/mvs3reS18RP6IhjLwwLeVtkoeg0.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'BBC Films', 'id': 288}, {'name': 'Ruby Films', 'id': 2054}, {'name': 'Essential Media & Entertainment', 'id': 6747}, {'name': 'Hopscotch Features', 'id': 21079}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",11/16/2013,112544580,125,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Where her book ended, their story began.",Saving Mr. Banks,FALSE,7.3,1256,2013,107141,2140373,140823
FALSE,0,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",192538,tt2193418,en,Hammer Of The Gods,"Action epic sees a passionate young man transform into a brutal warrior as he travels the unforgiving landscape in search of his long lost brother Hakan The Ferrocious, whose people are relying on him to restore order to their kingdom.",5.093586,/sXqv6mUKcEEHI4HYSNyJ9VJf6lS.jpg,"[{'name': 'Vertigo Films', 'id': 10393}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/5/2013,641,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Blood will Reign,Hammer Of The Gods,FALSE,4.4,95,2013,103150,2193418,192538
FALSE,1700000,"[{'id': 53, 'name': 'Thriller'}]",242033,tt2293750,en,Scorned,"Sadie and Kevin have decided to spend a romantic weekend together at his lake house.  But when an unexpected- and unfortunate- text from her best friend Jennifer to Kevin reveals a lurid love affair between the two, Sadie spirals a into a hunger for revenge.",2.788972,/mbIrFTLNRhSHBinxqM8pcdWewEz.jpg,"[{'name': 'Horse Head Pictures', 'id': 26344}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",11/14/2013,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Hell Hath No Fury,Scorned,FALSE,5,22,2013,108869,2293750,242033
FALSE,750000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",201485,tt1698651,en,American Idiots,Four friends embark on a cross-country journey to Las Vegas in an old RV to stop a wedding and save a friend from losing the love of his life.,0.618902,/tG0qGBviYJWd0e9YBIFvgIOSqsE.jpg,"[{'name': 'Lions Gate Films', 'id': 35}, {'name': 'Lionsgate', 'id': 1632}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",6/18/2013,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get ready for the ultimate road trip,American Idiots,FALSE,4.3,9,2013,103212,1698651,201485
FALSE,0,"[{'id': 99, 'name': 'Documentary'}]",231263,tt2549138,en,Little Hope Was Arson,"January 2010: In the buckle of the Bible Belt, 10 churches burn to the ground in just over a month igniting the largest criminal investigation in East Texas history. No stone is left unturned and even Satan himself is considered a suspect in this gripping investigation of a community terrorized from the inside-out. Families are torn apart and communities of faith struggle with forgiveness and justice in this incredible true story.",0.201735,/n4zTYV2wLpwHqZ8Y5xWThOAQiKK.jpg,"[{'name': 'The Orchard', 'id': 9286}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/19/2013,0,71,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only church that illuminates is a burning church.,Little Hope Was Arson,FALSE,5.6,5,2013,138942,2549138,231263
FALSE,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",108726,tt2104837,en,A Common Man,"A terrorist plants several bombs throughout the city of Colombo, Sri Lanka and threatens to detonate them unless prisoners are released.",3.206962,/vsFmuiTLgq3oDgs7KB6vfWnmUdx.jpg,"[{'name': 'Myriad Pictures', 'id': 738}, {'name': 'Asia Digital Entertainment', 'id': 14526}, {'name': 'Gemini Industries', 'id': 14527}, {'name': 'Imaging', 'id': 14528}]","[{'iso_3166_1': 'LK', 'name': 'Sri Lanka'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",6/30/2013,0,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,No Justice. No Peace.,A Common Man,FALSE,5.5,23,2013,103226,2104837,108726
FALSE,0,"[{'id': 18, 'name': 'Drama'}]",210024,tt2663812,en,An Adventure In Space And Time,"This special one-off drama travels back in time to 1963 to see how Doctor Who was first brought to the screen.  Actor William Hartnell felt trapped by a succession of hard-man roles. Wannabe producer Verity Lambert was frustrated by the TV industry's glass ceiling. Both of them were to find unlikely hope and unexpected challenges in the form of a Saturday tea-time drama. Allied with a team of unusual but brilliant people, they went on to create the longest running science fiction series ever made.",5.541556,/dq3nPRRj3OjX0LWSwSAqS4Wozi1.jpg,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'BBC America', 'id': 25569}, {'name': 'BBC Cymru Wales', 'id': 28049}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",11/21/2013,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Story Begins Here...,An Adventure In Space And Time,FALSE,7.7,68,2013,107130,2663812,210024
FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",197033,tt2235902,en,Geography Club,"At Goodkind High School, a group of students of varying sexual orientation form an after-school club a as a discrete way to share their feelings and experiences.",2.941353,/DaGSmtXItpHG5GYouz3Q32AlRh.jpg,"[{'name': 'Huffington Pictures', 'id': 15517}, {'name': 'Levy Leder Company', 'id': 15519}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/22/2013,0,79,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,They formed a club they thought nobody would join...,Geography Club,FALSE,6.5,55,2013,107083,2235902,197033
FALSE,40000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",168672,tt1800241,en,American Hustle,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild FBI agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and mafia.",16.478036,/mhB7C62lSMpGO2HYNaW6d7W3TVH.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Atlas Entertainment', 'id': 507}, {'name': 'Annapurna Pictures', 'id': 13184}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",12/12/2013,251171807,138,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Everyone Hustles To Survive,American Hustle,FALSE,6.8,2868,2013,106916,1800241,168672
FALSE,2500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",159092,tt2318527,en,Hell Baby,"After she and her husband move into a haunted house, a woman gives birth to a demonic infant that wreaks havoc.",4.899401,/6Kkug694ENAkfe90JM2cRIMTjxy.jpg,"[{'name': 'Darko Entertainment', 'id': 12622}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/6/2013,0,98,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Devil got a baby mama.,Hell Baby,FALSE,4.9,93,2013,103808,2318527,159092
FALSE,3000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",158015,tt2184339,en,The Purge,"Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.",23.207663,/tGGJOuLHX7UDlTz57sjfhW1qreP.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Why Not Productions', 'id': 729}, {'name': 'Platinum Dunes', 'id': 2481}, {'name': 'Blumhouse Productions', 'id': 3172}, {'name': '20th Century Fox Russia', 'id': 18065}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",5/31/2013,89328627,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"One night a year, all crime is legal.",The Purge,FALSE,6,2498,2013,103075,2184339,158015
FALSE,0,"[{'id': 18, 'name': 'Drama'}]",176339,tt2284766,en,Mary And Martha,"Wealthy American housewife Mary Morgan takes her bullied son George out of school for home education,including a trip to Southern Africa. Whilst in Mozambique George is bitten by a mosquito which crawls through a hole in his net and dies of malaria. After his funeral at home Mary feels a compulsion to return to Africa where she meets English woman Martha O'Connell,whose 24 year old son Ben, a teacher with voluntary service overseas,has also died of malaria. Ben gave his net to one of his pupils,believing adults cannot catch malaria. The two women are shocked to see the high death rate caused by the disease and,whilst Martha stays in Africa as a voluntary helper,Mary petitions the American government to change things. Martha turns up at Mary's house unannounced and,helped by Mary's ex-diplomat father,they address a senate committee on health spending,persuading them to do more to combat malaria. They meet with some success though a coda states that much more can be done.",12.015917,/2LX8LjeYomEN9ZEqgc92Xk1lOLN.jpg,"[{'name': 'NBC Universal Television', 'id': 1902}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'HBO Films', 'id': 7429}, {'name': 'Working Title Television', 'id': 8102}]","[{'iso_3166_1': 'ZA', 'name': 'South Africa'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/1/2013,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Two mothers lose their sons to malaria.,Mary And Martha,FALSE,6.3,23,2013,102978,2284766,176339
FALSE,16000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",178809,tt1160996,en,The Colony,"Forced underground by the next ice age, a struggling outpost of survivors must fight to preserve humanity against a threat even more savage than nature.",9.726664,/oYeCfvBSdIfxGSlSXMwtAUzKiJC.jpg,"[{'name': 'Alcina Pictures', 'id': 4909}, {'name': '120dB Films', 'id': 5113}, {'name': 'Item 7', 'id': 7177}, {'name': 'Sierra Pictures (II)', 'id': 14495}, {'name': 'Mad Samurai Productions', 'id': 43807}, {'name': 'RLJ Entertainment', 'id': 43808}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",4/12/2013,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"One day, it started to snow .. and it never stopped",The Colony,FALSE,5.2,465,2013,103727,1160996,178809
FALSE,13000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",138843,tt1457767,en,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.",14.90169,/xYGkdhOEVoFrLNUotuTXemtQAWd.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'The Safran Company', 'id': 11565}, {'name': 'Evergreen Media Group', 'id': 31375}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/18/2013,318000141,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Based on the true case files of the Warrens,The Conjuring,FALSE,7.4,3169,2013,103688,1457767,138843
FALSE,130000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",49524,tt0790736,en,R.I.P.D.,A recently slain cop joins a team of undead police officers working for the Rest in Peace Department and tries to find the man who murdered him. Based on the comic by Peter M. Lenkov.,9.369679,/ldBBulVDkifYnT501PWXIvtCgmO.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Dark Horse Entertainment', 'id': 552}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/18/2013,61648500,96,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,To protect and serve the living,R.I.P.D.,FALSE,5.4,1280,2013,103655,790736,49524
FALSE,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",184125,tt2368553,en,Assault On Wall Street,"Jim is an average New Yorker living a peaceful life with a well paying job and a loving family. Suddenly, everything changes when the economy crashes causing Jim to lose everything. Filled with anger and rage, Jim snaps and goes to extreme lengths to seek revenge for the life taken from him.",7.089715,/5MPJ0anWmqo29DCbUMgE2ZPzGJx.jpg,"[{'name': 'Lynn Peak Productions', 'id': 18769}, {'name': 'Studio West Productions(VCC)', 'id': 23633}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",6/30/2013,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Power. Greed. Justice.,Assault On Wall Street,FALSE,5.8,215,2013,102922,2368553,184125
FALSE,3500000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",183011,tt2820466,en,Justice League: The Flashpoint Paradox,"When time travel allows a past wrong to be righted for The Flash and his family, the ripples of the event prove disastrous as a fractured, alternate reality now exists where a Justice League never formed, and even Superman is nowhere to be found. Teaming with a grittier, more violent Dark Knight and Cyborg, Flash races to restore the continuity of his original timeline while this new world is ravaged by a fierce war between Wonder Woman's Amazons and Aquaman’s Atlanteans.",9.527559,/sqWvI1M8cnAuXAws3hB11XwLpU2.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'DC Entertainment', 'id': 9993}, {'name': 'Studio 4°C', 'id': 11671}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/28/2013,0,75,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Fight the future.,Justice League: The Flashpoint Paradox,FALSE,7.3,458,2013,103659,2820466,183011
FALSE,0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",238358,tt2235515,en,Fear Lives Here,"Five college friends go on a hiking trip in a remote area.  What starts as a beautiful sunny day, turns into a deadly  nightmare.  After an encounter with a strange kid who just  wants to play a game, their car mysteriously dies in the night.  Stranded in the middle of nowhere, they decide to wait it out  and find help in the morning... But not all of them make it through  the night.  As they desperately search for their missing friends,  they stumble upon the haunting truth behind the strange kid, who  has actually been dead for decades, and find themselves  unwilling participants in his deadly game.",0.086426,/nYPRSz2WIvhYElHB1JMKd5cGxjx.jpg,[],[],5/16/2013,0,80,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He just wants to play a game.,Fear Lives Here,FALSE,3.8,2,2013,138788,2235515,238358
FALSE,4000000,"[{'id': 35, 'name': 'Comedy'}]",177699,tt0469021,en,Alan Partridge: Alpha Papa,"Alan Partridge has had many ups and downs in life. National television broadcaster. Responsible for killing a guest on live TV. Local radio broadcaster. Nervous breakdown in Dundee. A self-published book, 'Bouncing Back', which was subsequently remaindered and pulped. Alan Partridge: Alpha Papa portrays the events of the greatest low-to-high ebb spectrum in his life to date, namely how he tries to salvage his public career while negotiating a potentially violent turn of events at North Norfolk Digital Radio.",10.130541,/fkzq56ylSWZ8lJGXs1J6JZwKgmo.jpg,"[{'name': 'BBC Films', 'id': 288}, {'name': 'StudioCanal', 'id': 694}, {'name': 'Baby Cow Productions', 'id': 1219}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Baby Cow Films', 'id': 13854}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/24/2013,9800000,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,12 hostages. 24 hours. 1 Partridge.,Alan Partridge: Alpha Papa,FALSE,6.5,184,2013,104078,469021,177699
FALSE,0,"[{'id': 27, 'name': 'Horror'}]",194121,tt1863201,en,Dark Circles,"When new parents Alex and Penny retreat from the city and move into a place outside town, the stress and massive sleep-deprivation caused by their infant has both of them seeing things in the house that may or may not exist. Persistent sightings of a strange woman has each of them wondering if they are suffering from hallucinations, or if their new home holds a dark, supernatural presence. As their fragile grasp on reality spirals into delirium, Alex and Penny find themselves nearly helpless to deal with the horrific truth of what is really going in this house.",6.708802,/i0NjcIMTUZAobBjCbumqGmzUh8N.jpg,"[{'name': 'After Dark Films', 'id': 3608}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2013,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,In This House No One Sleeps,Dark Circles,FALSE,4.9,35,2013,102920,1863201,194121
FALSE,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",78049,tt1781896,en,The Scorpion King 3: Battle For Redemption,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",6.922123,/i4BjV6dMPaCMiWCf86hPUg0BF9Z.jpg,"[{'name': 'Alphaville Films', 'id': 11462}, {'name': 'Misher Films', 'id': 11581}, {'name': 'Universal 1440 Entertainment', 'id': 17009}, {'name': 'Sommers Company, The', 'id': 19643}, {'name': 'A Grand Elephant', 'id': 19865}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/17/2012,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,From the Producers of The Mummy,The Scorpion King 3: Battle For Redemption,FALSE,3.9,88,2012,98116,1781896,78049
FALSE,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",94348,tt1712170,en,Alex Cross,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",8.279285,/aaxWTwrsv7PqC0tKpZl0tRPiYDV.jpg,"[{'name': 'Summit Entertainment', 'id': 491}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",10/18/2012,30353232,101,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Don't Ever Cross Alex Cross,Alex Cross,FALSE,5.1,303,2012,97742,1712170,94348
FALSE,14000000,"[{'id': 53, 'name': 'Thriller'}]",75638,tt1748179,en,Red Lights,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",11.535478,/iiNGtxUhO2oDeCci7E6OF7OEASk.jpg,"[{'name': 'First Generation Films', 'id': 4908}, {'name': 'Antena 3 Films', 'id': 6538}, {'name': 'Televisió de Catalunya TV3', 'id': 6778}, {'name': 'Canal+ España', 'id': 9335}, {'name': 'Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)', 'id': 9974}, {'name': 'Millennium Films', 'id': 10254}, {'name': 'Nostromo Pictures', 'id': 11068}, {'name': 'Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)', 'id': 16055}, {'name': 'Cindy Cowan Entertainment', 'id': 22862}, {'name': 'La Sexta', 'id': 22863}, {'name': 'Attitude Pinículas y Films A.I.E.', 'id': 58260}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",3/2/2012,13551174,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How much do you want to believe?,Red Lights,FALSE,6,381,2012,96857,1748179,75638
FALSE,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",114606,tt1362058,en,Cockneys Vs Zombies,A gang of bank robbers team up with the residents of an old people's home to try to survive a zombie outbreak.,11.20619,/j5xd65wOpWq6wfSY88u7Y49UD3F.jpg,"[{'name': 'Tea Shop & Film Company', 'id': 13161}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",8/31/2012,0,88,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,The undead are brown bread.,Cockneys Vs Zombies,FALSE,5.8,141,2012,98087,1362058,114606
FALSE,0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",52001,tt1641975,en,Citadel,"Citadel tells the story of widower and single father Tommy Cowley, a man inflicted with chronic agoraphobia since the day his wife was attacked. He was unable to protect her. He lives in Edenstown, the council estate from hell. Here he finds himself terrorized by a gang of syringe wielding feral children, who are intent on taking his baby daughter. With the help of a kind Nurse and a renegade Priest, Tommy learns the nightmarish truth surrounding these hooded children. He also learns that to be free of his fears, he must finally face the demons of his past and enter the one place he fears the most - The abandoned Tower block known as the Citadel",9.189238,/275Ri3oRoi0HRX8OFKF4QewQu4g.jpg,"[{'name': 'Sigma Films Ltd.', 'id': 322}, {'name': 'Irish Film Board', 'id': 5267}, {'name': 'Blinder Films', 'id': 9225}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",7/11/2012,0,85,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,They see your fear!,Citadel,FALSE,5.1,52,2012,98109,1641975,52001
FALSE,45000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",82675,tt1397280,en,Taken 2,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",16.376482,/rDX2zd9aVMJnBmlS8efwOYsi76R.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'M6 Films', 'id': 1115}, {'name': 'Canal+', 'id': 5358}, {'name': 'Grive Productions', 'id': 6877}, {'name': 'EuropaCorp', 'id': 6896}, {'name': 'Ciné+', 'id': 10611}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",9/27/2012,376141306,91,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'ar', 'name': 'العربية'}]",Released,First they took his daughter. Now they're coming for him.,Taken 2,FALSE,6.1,2783,2012,96861,1397280,82675
FALSE,3500000,"[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",123025,tt2313197,en,"Batman: The Dark Knight Returns, Part 1","Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?",12.107182,/mFPD2YsdaWAzjuxF7ItGmsEFpdY.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Bros. Animation', 'id': 2785}, {'name': 'Warner Premiere', 'id': 4811}, {'name': 'DC Entertainment', 'id': 9993}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",9/6/2012,0,76,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Old heroes never die. They just get darker.,"Batman: The Dark Knight Returns, Part 1",FALSE,7.7,410,2012,98124,2313197,123025
